channel_name	channel_code	alias_name
国学频道	guoxue	国学/国学频道/说文解字电视频道/说文解字电视/说文解字频道/说文解字/说文解字数字付费电视频道/说文解字数字付费电视/sitv说文解字频道/sitv说文解字
汽摩	qimo	汽摩/cctv汽摩/中数传媒汽摩/汽摩频道/重庆汽摩频道/重庆汽摩/中国汽摩/cqtv汽摩
江苏卫视	js_ws	江苏卫视/江苏卫视台/江苏卫星/江苏卫星电视/江苏卫星频道/江苏电视卫视频道/江苏电视卫视/jstv/荔枝台/荔枝/jiangsusatellitechannel/江苏电视台/江苏电视/江苏台/大蒜台/江苏tv
中央教育	cctv_jy	中央教育
天津卫视	tj_ws	天津卫视/天津卫视频道/天津卫星电视/天津卫星频道/天津卫星/天津电视卫星频道/天津电视卫星/天津电视台/天津电视/天津台/天津/鱼钩台/天津tv
湖南卫视	hn_ws	湖南卫视频道/湖南卫视台/湖南卫星电视/湖南卫星频道/湖南卫星/芒果台/芒果/湖南电视台/湖南电视/湖南台/马桶台/湖南卫视/湖南tv
浙江卫视	zj_ws	浙江卫视/浙江卫视频道/浙江卫星电视/浙江卫星频道/浙江卫星/蓝莓台/蓝莓/浙江电视台/浙江电视/浙江台/浙江/浙江tv/中国蓝/中国蓝tv
重庆卫视	cq_ws	重庆卫视/重庆电视卫星频道/重庆电视卫星/重庆台卫星频道/重庆台卫星/重庆卫星电视/重庆卫星电视台/重庆卫星频道/重庆卫星/cqtv/重庆电视台/重庆电视/重庆台/地球台/重庆tv
山东卫视	sd_ws	山东卫视/山东卫星频道/山东卫星/sdtv/丝带台/丝带/齐鲁电视台/齐鲁电视/山东电视卫星频道/山东电视卫星/山东电视台/山东电视/山东台/山东/围巾台/山东tv
贵州卫视	gz_ws	贵州卫视/贵州卫视频道/贵州卫星电视/贵州卫星频道/贵州卫星/樱桃台/樱桃/贵州电视台/贵州电视/贵州台/贵州tv
四川卫视	sc_ws	四川卫视/sctv1/四川电视卫星频道/四川电视卫星/四川台卫星频道/四川台卫星/四川卫星电视/四川卫星电视台/四川卫星频道/四川卫星/四川卫视台/四川电视台/四川电视/四川1/四川台/四川/旋风台/四川tv
辽宁卫视	ln_ws	辽宁卫视/辽宁电视卫星频道/辽宁电视卫星/辽宁卫星电视/辽宁卫星电视台/辽宁卫星频道/辽宁卫星/辽视卫视/辽视卫星频道/辽视卫星/辽宁电视台/辽宁电视/辽宁卫星台/辽宁台/辽宁/星星台/辽宁tv
广西卫视	gx_ws	广西卫视/广西卫视频道/广西卫星电视/广西卫星频道/广西卫星/广西卫视台/广西电视台/广西电视/广西台/广西tv
四川卫视高清	sc_ws_hd	四川卫视高清/四川高清
河北卫视高清	hebei_ws_h	河北卫视高清/河北高清
河北卫视	hebei_ws	河北卫视/河北电视台新闻综合频道/河北电视台新闻综合/河北卫视频道/河北卫星电视/河北卫星频道/河北卫星/河北电视台/河北电视/河北台/河北tv
江西卫视	jx_ws	江西卫视/江西1套/江西1/江西卫视电视台/江西卫视电视/江西卫星/江西一套/江西一/jxtv1/辣椒台/辣椒/江西电视台/江西电视/江西1台/江西卫视台/江西台/江西/江西tv
湖北卫视	hb_ws	湖北卫视/湖北卫视频道/湖北卫星电视/湖北卫星频道/湖北卫星/水珠台/水珠/烟斗台/烟斗/湖北台/湖北电视台/柠檬台/湖北tv/湖北电视
陕西卫视	sx_ws	陕西卫视/陕西电视卫星频道/陕西电视卫星/陕西台卫星频道/陕西台卫星/陕西卫星电视/陕西卫星电视台/陕西卫星频道/陕西卫星/闪电台/闪电/陕西电视台/陕西电视/陕西台/陕西tv
甘肃卫视	gs_ws	甘肃卫视/甘肃卫视频道/甘肃卫星电视/甘肃卫星频道/甘肃卫星/甘肃卫视台/甘肃台/甘肃电视台/甘肃tv/甘肃电视
安徽卫视	ah_ws	安徽卫视/ahtv/安徽卫视频道/安徽卫星频道/安徽卫星/海豚台/海豚/安徽电视台/安徽电视/安徽台/安徽/安徽tv
青海卫视	qh_ws	青海卫视/青海卫视频道/青海卫星电视/青海卫星频道/青海卫星/青海新闻综合频道/青海新闻综合/青海电视台/青海电视/qhtv/青海台/青海/气球台/青海tv
黑龙江卫视	hlj_ws	黑龙江卫视/黑龙江电视卫星频道/黑龙江电视卫星/黑龙江台卫星频道/黑龙江台卫星/黑龙江卫星电视/黑龙江卫星电视台/黑龙江卫星频道/黑龙江卫星/黑龙江电视台/黑龙江电视/黑龙江台/黑龙江/黑龙江tv
广东卫视	gd_ws	广东卫视/广东卫视频道/广东卫星电视/广东卫星频道/广东卫星/gdtv1/体操台/体操/广东电视台/广东电视/广东台/广东tv
吉林卫视	jl_ws	吉林卫视/吉林电视卫星频道/吉林电视卫星/吉林卫星电视/吉林卫星电视台/吉林卫星频道/吉林卫星/吉视卫视/吉视卫星电视/吉视卫星频道/吉视卫星/吉林卫视电视台/吉林卫视电视/吉林电视台/吉林电视/吉林台/吉林/天鹅台/吉林tv
东方财经	df_cj	东方财经·浦东/sitv数字电视sitv东方财经/sitv东方财经频道/sitv东方财经/东方财经频道/东方财经/上海东方财经频道/上海东方财经
宁夏卫视	nx_ws	宁夏卫视/宁夏卫视频道/宁夏卫星电视/宁夏卫星频道/宁夏卫星/宁夏卫视台/宁夏电视台/宁夏电视/宁夏台/宁夏/宁夏tv
兵团卫视	bt_ws	兵团卫视/新疆兵团卫视/兵团电视台/兵团电视/新疆建设兵团/兵团综合频道/兵团综合/兵团台/兵团tv
西藏卫视	xz_ws	西藏卫视/西藏电视台汉语卫视/西藏电视台2/西藏台汉语综合频道/西藏台汉语综合/西藏二套/西藏二/西藏2套/西藏2/西藏二台/西藏2台/西藏汉语卫视/西藏电视台/西藏电视/西藏汉语综合/西藏台/西藏/飞碟台/西藏tv
新疆卫视	xj_ws	新疆卫视/xjtv－1/新疆卫视频道/新疆卫星电视/新疆卫星频道/新疆卫星/xjtv1/新疆汉语卫视/新疆汉语新闻综合/新疆电视台/新疆电视/新疆台/新疆/金鱼台/新疆tv
东方卫视高清	df_ws_hd	东方卫视高清/上海高清/上海东方高清/上海卫视高清
浙江卫视高清	zj_ws_hd	浙江卫视高清/浙江高清
江西卫视高清	jx_ws_hd	江西卫视高清
CCTV5+	cctv5+	cctv5+/cctv5加/cctv体育赛事频道/cctv体育赛事/cctv高清赛事频道/cctv高清赛事/cctv5plus/央体赛事/央视高清赛事/cctv5赛事频道/cctv5赛事/cctv5体育赛事/中央赛事频道/中央赛事/中央赛事台/中央五加/央视五加/cctv五+/中央电视台五+/中央电视台5加/中央电视五+/中央电视5加/中央tv五+/中央tv5加/cctv五加/中央电视台五加/中央电视台5+/中央电视五加/中央电视5+/中央tv五加/中央tv5+/cctv5赛事高清/cctv5赛事hd
合肥新闻频道	hefeitv1	合肥新闻频道/合肥新闻/合肥电视台新闻频道/合肥电视台新闻/合肥台1频道/合肥台1/合肥台新闻频道/合肥台新闻/合肥一套/合肥一/合肥综合频道/合肥综合/合肥1套/合肥1/合肥台新闻台/合肥一台/合肥综合台
重庆新闻频道	ccqtv3	重庆新闻频道/重庆新闻/重庆电视台新闻频道/重庆电视台新闻/重庆台新闻频道/重庆台新闻/重庆二套/重庆二/重庆2套/重庆2/cqtv2/cqtv新闻/重庆二台
重庆娱乐频道	ccqtv6	重庆娱乐频道/重庆娱乐/重庆电视台娱乐频道/重庆电视台娱乐/重庆台娱乐频道/重庆台娱乐/重庆五套/重庆五/重庆5套/重庆5/cqtv5/cqtv娱乐/重庆文体娱乐频道/重庆文体娱乐/cqtv文体·娱乐/重庆五台
厦门收视指南	xmtv6	厦门收视指南/厦门电视台收视指南频道/厦门电视台收视指南/btn收视指南
泉州影视频道	qztv3	泉州影视频道/泉州影视/泉州电视台影视频道/泉州电视台影视/泉州3套/泉州3/泉州电视台3/泉州电视台3套/泉州电视台三套/泉州电视台三/泉州三套/泉州三/qztv3/泉州影视剧频道/泉州影视剧/泉州三台
甘肃公共频道	gstv4	甘肃公共频道/甘肃公共/甘肃电视台公共频道/甘肃电视台公共/甘肃台公共频道/甘肃台公共/甘肃公共台/甘肃公共电视台/甘肃公共电视
甘肃都市频道	gstv5	甘肃都市频道/甘肃都市/甘肃电视台都市频道/甘肃电视台都市/甘肃台都市频道/甘肃台都市/甘肃都市电视台/甘肃都市电视/甘肃都市台
广州新闻频道	gztv2	广州新闻频道/广州新闻/广州电视台新闻频道/广州电视台新闻/广视新闻频道/广视新闻/广州新闻台/广州卫视新闻频道/广州卫视新闻/gztv2
TVS4影视频道	nanfang4	tvs4影视频道/tvs4影视
广西综艺频道	guanxi2	广西综艺频道/广西综艺/广西电视台综艺频道/广西电视台综艺/gxtv 文体频道/gxtv 文体/广西台文体频道/广西台文体/广西台文体台
广西乐思购频道	guanxi6	广西乐思购频道/广西乐思购/广西电视台乐思购频道/广西电视台乐思购/gxtv 体育频道/gxtv 体育/广西台体育频道/广西台体育/广西乐思购电视购物/广西体育频道/广西体育/广西体育台/广西乐思购电视台/广西乐思购电视
柳州新闻综合	gxlztv1	柳州新闻综合/柳州电视台新闻综合频道/柳州电视台新闻综合/柳州台新闻综合频道/柳州台新闻综合/柳州新闻频道/柳州新闻/柳州台新闻综合台/柳州新闻台
贵州公共频道	guizoutv2	贵州公共频道/贵州公共/贵州电视台二频道/贵州电视台二/贵视台公共频道/贵视台公共/贵州电视台百姓频道/贵州电视台百姓/贵州电视台公共频道/贵州电视台公共/贵州二台/贵州二/贵州2套/贵州2/贵州二套/贵州百姓频道/贵州百姓/贵州2频道
海南综合频道	hainantv1	海南综合频道/海南综合/海南电视台综合频道/海南电视台综合/海南新闻综合频道/海南新闻综合/海南第一频道/海南第一/海南一套/海南一/海南综合频道1/海南一套综合/海南电视台1/海南新闻综合台/海南一台
海口综合频道	haikoutv1	海口综合频道/海口综合/海口电视台新闻综合频道/海口电视台新闻综合/海口新闻频道/海口新闻/海口一套/海口一/海口电视台1/海口综合台/海口一台/海口新闻台/海口1套/海口1
衡水新闻频道	hsbtv1	衡水新闻频道/衡水新闻/衡水电视台新闻综合频道/衡水电视台新闻综合/衡水台一频道/衡水台一/衡水台一套/衡水一台/衡水一/衡水综合
黑龙江新闻	hljtv5	黑龙江新闻/黑龙江电视台新闻频道/黑龙江电视台新闻/黑龙江5频道/黑龙江5/黑龙江电视5套/黑龙江电视5/黑龙江台法制频道/黑龙江台法制/黑龙江法制台/黑龙江法制/hljtv5/黑龙江电视台法制频道/黑龙江电视台法制/黑龙江法制频道/龙视新闻频道/龙视新闻
哈尔滨生活频道	hrbtv3	哈尔滨生活频道/哈尔滨生活/哈尔滨电视台生活频道/哈尔滨电视台生活/哈尔滨台生活频道/哈尔滨台生活/hrbtv3
大庆影视频道	daqingtv3	大庆影视频道/大庆影视/大庆电视台影视频道/大庆电视台影视/大庆台影视频道/大庆台影视/大庆台影视台
河南欢腾购物频道	hntv7	河南欢腾购物频道/河南欢腾购物/河南电视台欢腾购物频道/河南电视台欢腾购物/河南电视台商务信息频道欢腾购物/河南商务频道欢腾购物/河南商务频道/河南商务/hntv7/hntv7商务信息/河南电视台7/河南电视台商务信息频道/河南电视台商务信息/河南商务信息频道/河南商务信息/河南七台/河南七
新乡新闻综合频道	hnxxtv1	新乡新闻综合频道/新乡新闻综合/新乡电视台新闻综合频道/新乡电视台新闻综合/河南新乡电视频道/河南新乡电视/新乡电视台/新乡电视/新乡一套/新乡一/新乡综合/新乡一台/新乡tv
新乡法制频道	hnxxtv2	新乡法制频道/新乡法制/新乡电视台法制频道/新乡电视台法制/新乡公共/新乡公共台
武汉新闻综合频道	whtv1	武汉新闻综合频道/武汉新闻综合/武汉电视台新闻综合频道/武汉电视台新闻综合/武汉电视台1套/武汉电视台1/武汉电视台新闻频道/武汉电视台新闻/武汉电视台一套/武汉电视台一/武汉卫视/武汉一套/武汉一/武汉新闻频道/武汉新闻/whtv1/武汉1/武汉新闻台/武汉一台
武汉经济频道	whtv4	武汉经济频道/武汉经济/武汉电视台经济频道/武汉电视台经济/武汉4台/武汉4/武汉4套/武汉电视台四套/武汉电视台四/武汉电视台影视/武汉四套/武汉四/武汉影视/whtv4/武汉四台/武汉台影视台/武汉台影视
荆州社区频道	jztv3	荆州社区频道/荆州社区/荆州电视台社区频道/荆州电视台社区/荆州精彩频道/荆州精彩/荆州电视精彩频道/荆州电视精彩/荆州电视台精彩频道/荆州电视台精彩
襄阳新闻综合频道	hbxftv1	襄阳新闻综合频道/襄阳新闻综合/襄阳电视台新闻综合频道/襄阳电视台新闻综合/襄樊1台/襄樊1/襄樊1套/襄樊一台/襄樊一/襄樊一套/襄樊电视台1/襄阳1台/襄阳1/襄阳1套/襄阳一台/襄阳一/襄阳电视台1/襄阳一套/襄阳电视台/襄阳电视/襄阳tv
长沙政法频道	changshawumon2	长沙政法频道/长沙政法/长沙电视台政法频道/长沙电视台政法/长沙台政法频道/长沙台政法/长沙法政/长沙政法台
江苏休闲体育频道	jstv6	江苏休闲体育频道/江苏休闲体育/江苏电视台休闲体育频道/江苏电视台休闲体育/江苏电视体育频道/江苏电视体育/江苏体育台/江苏体育/江苏体育休闲频道/江苏体育休闲/江苏休闲频道/江苏休闲/江苏体育频道
江苏优漫卡通频道	jstv7	江苏优漫卡通频道/江苏优漫卡通/江苏电视台优漫卡通频道/江苏电视台优漫卡通/江苏电视少儿频道/江苏电视少儿/江苏电视台少儿频道/江苏电视台少儿/江苏少儿频道/江苏少儿/优漫卡通卫视/江苏少儿优漫卡通频道/江苏少儿优漫卡通/优漫卫视/江苏动漫卡通/动漫卡通/江苏优漫
江苏国际频道	jstv10	江苏国际频道/江苏国际/江苏电视台国际频道/江苏电视台国际/江苏国际台
南京新闻综合频道	njtv1	南京新闻综合频道/南京新闻综合/南京电视台新闻综合频道/南京电视台新闻综合/江苏南京综合频道/江苏南京综合/南京电视台新闻频道/南京电视台新闻/南京台新闻频道/南京台新闻/南京综合频道/南京综合/南京新闻频道/南京新闻/南京台综合频道/南京台综合
南京影视频道	njtv2	南京影视频道/南京影视/南京电视台影视频道/南京电视台影视/江苏南京影视频道/江苏南京影视/南京台影视频道/南京台影视/南京影视台/南京二套/南京二/南京2套/南京2/南京2台/南京二台
苏州新闻综合频道	suzhoutv1	苏州新闻综合频道/苏州新闻综合/苏州电视台新闻综合频道/苏州电视台新闻综合/苏州台新闻综合频道/苏州台新闻综合/苏州一套/苏州一/苏州1套/苏州1/苏州新闻频道/苏州新闻
苏州电影娱乐频道	suzhoutv4	苏州电影娱乐频道/苏州电影娱乐/苏州电视台电影娱乐频道/苏州电视台电影娱乐/苏州台电影娱乐频道/苏州台电影娱乐/苏州四套/苏州四/苏州4套/苏州4/苏州娱乐频道/苏州娱乐/苏州电影频道/苏州电影/苏州电影娱乐信息/苏州四台
